Epoch,Train Loss,Val Loss,Val MDE (meters),Val MedDE (meters),Accuracy@5m
1,0.004606,0.002071,6.7615,4.4308,55.79
2,0.004230,0.002022,6.5437,4.2935,56.32
3,0.004251,0.001940,6.3891,4.3611,55.79
4,0.003932,0.001893,6.2954,4.0154,58.42
5,0.003961,0.001856,6.1147,3.8904,58.95
